line,section_name,section_artist,song_name,artist_name,song_lyrics_url,line_number
Eyes behind eyes behind her eyes,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,7
I know them from before,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,8
Maybe night skies golden,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,9
Maybe desert doors,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,10
Two moons rose today,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,11
And we slept until eight in the evening,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,12
Mind behind mind behind my mind,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,13
One seed in the soil,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,14
Maybe white apples glowing,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,15
Maybe apple cores,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,16
"Two moons, full I'd say",I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,17
At least full enough for saying,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,18
Timе behind time behind our timе,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,19
I’ve held her before,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,20
Maybe wildfires moaning,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,21
Maybe summer storms,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,22
Two moons show the way,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,23
Through the wood early morning,I just like it the way it is,Buck Meek,Two Moons (morning),Buck Meek,https://genius.com/Buck-meek-two-moons-morning-lyrics,24
Sparrows fight with a hawk in flight,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,1
The dippers fade away,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,2
"Slowly, sable turns to white",Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,3
She left her sleeping bag behind,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,4
Left her pocket knife,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,5
A watermelon and a lime,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,6
I found a paper in my coat,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,7
Forgotten months ago,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,8
"She stole my lighter, so I'll use the stove",Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,9
Saw a murder of crows move by,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,10
Purple with the night,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,11
While starlings murmured to silent types,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,12
Maybe August 29th,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,13
If I make it through July,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,14
Thank God for coffee and apple pie,Sparrows fight with a hawk in flight,Buck Meek,Pocketknife,Buck Meek,https://genius.com/Buck-meek-pocketknife-lyrics,15
The halo light was humble,Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,1
Our heather died,Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,2
"But tomorrow, I'll buy roses",Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,3
"Nine hands high, little forest",Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,4
"Oh, Jenny, why did you tell the horses?",Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,5
Willow walls entwine you,Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,6
Your mother called,Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,7
We spoke for seven hours,Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,8
I found the hole you climbed through,Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,9
But it's too small to follow with the flowers,Verse 1,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,10
But all our love remains,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,11
So why do we feel sorrow?,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,12
Pain came in seasons departed,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,13
Our bodies left alone,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,14
All our love will stay,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,15
To live again tomorrow,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,16
"Woke at dawn, reminded of secret songs",Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,17
By the warbler and the robin,Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,18
I thought I heard you humming,Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,19
In broken tongues through the curtain,Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,20
Faces form on our ceiling,Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,21
A summer storm's little arrows cross my chest,Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,22
The sparrows mourn your leaving,Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,23
With silent rises in their breasts,Verse 2,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,24
But all our love remains,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,25
So why do we feel sorrow?,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,26
Pain came in seasons departed,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,27
Our bodies left alone,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,28
All our love will stay,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,29
To live again tomorrow,Chorus,Buck Meek,Halo Light,Buck Meek,https://genius.com/Buck-meek-halo-light-lyrics,30
Six trees sit beneath six arches,Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,1
"In a glass wrought armory, obsidian",Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,2
"Scavenging for firelight, hobbling",Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,3
"In the ruins of a pillory, crumbling",Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,4
Heart moved like dead leaves (Dead leaves),Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,5
Run raw with intolerance (Intolerance),Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,6
Sand bubbling to glass (Glass),Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,7
Time spent in aberrance,Verse 1,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,8
Cavern is empty,Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,9
Doorway is shut,Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,10
Land is in love,Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,11
Mingled with grief,Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,12
A billowing cataract on a long polished gem,Verse 2,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,13
"Joints scream, stone boils from within",Verse 2,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,14
A Silmaril clutched underneath permafrost,Verse 2,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,15
"Machines whir, lonely dig belies the cost",Verse 2,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,16
A sigh of vapor rises amongst floral haze,Verse 2,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,17
Haunted arches resting soft betwixt their gaze,Verse 2,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,18
Cavern is empty (Cold without meaning),Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,19
Doorway is shut (Forever sealed),Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,20
Land is in love (Heart moved like dead leaves),Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,21
Mingled with grief (Union of aching),Chorus,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,22
Weeping ghost,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,23
Living warmth,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,24
Glowing blind,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,25
Pit of despair,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,26
Weeping ghost,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,27
Living warmth,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,28
Glowing blind,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,29
Pit of despair,Outro,Full of Hell,Burning Myrrh,Full of Hell,https://genius.com/Full-of-hell-burning-myrrh-lyrics,30
"A looming barge, a sea of fog",Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,1
A candle soaked indefinitely,Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,2
Weathered tower clawing out,Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,3
Rattling at the world's throat,Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,4
"Where you fell, so I am",Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,5
"Where you fall, I will be",Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,6
"A whispering hiss from tail to head, tumult and disease",Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,7
Within the wake at the center of the fountain,Verse,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,8
A seething rage and blooming distrust ever mounting,Verse,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,9
"A looming barge, a candle soaked",Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,10
Weathered tower rattling,Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,11
"Where you fell, where you fall",Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,12
A whispering hiss from tail to head,Chorus,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,13
Clawing out from the center of the lid,Outro,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,14
"A bastard coil, bolts of lightning long distilled",Outro,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,15
"A light refracted, smoldering prism of my heart",Outro,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,16
"Gazing inward, Gordian Knot so unbelieved",Outro,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,17
No time to forget before all is forgotten,Outro,Full of Hell,Haunted Arches,Full of Hell,https://genius.com/Full-of-hell-haunted-arches-lyrics,18
"Thundering hammers, Christ's lovers",Verse 1,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,1
"Veins of fluorite, fold over fold",Verse 1,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,2
"Ore woven, band upon stone",Verse 1,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,3
"Hands of man, undone",Verse 1,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,4
He shall give angels charge,Verse 1,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,5
Over thee to keep thee,Verse 1,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,6
"In all thy ways, ever always",Verse 1,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,7
Crime on humanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,8
Crime of insanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,9
A lonely spirit eats the heart of the mountain,Verse 2,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,10
Hallways echo endless of past ages conflict,Verse 2,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,11
Imperceptible movement shapes all,Verse 2,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,12
A vicious heat melting death into life,Verse 2,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,13
Crimes on humanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,14
Crimes of insanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,15
Crimes on humanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,16
Crimes of insanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,17
Weeping onto thundering hammers,Verse 3,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,18
Begging before Christ's lovers,Verse 3,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,19
Eating the heart of the mountain,Verse 3,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,20
The melting of death into life,Verse 3,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,21
A crime on humanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,22
A crime of insanity,Chorus,Full of Hell,Thundering Hammers,Full of Hell,https://genius.com/Full-of-hell-thundering-hammers-lyrics,23
Your head is a radio for speaking to God,Your head is a radio for speaking to God,Full of Hell,Rainbow Coil,Full of Hell,https://genius.com/Full-of-hell-rainbow-coil-lyrics,1
"Thief of one thousand names, whisperer","Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,1
"The stepless step, the gateless gate","Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,2
"Diamond jewel perched inside the mind's eye, within reach","Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,3
"The raining fire, the stinging warmth","Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,4
"You're clawing your way to heaven, but where is your soul?","Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,5
Praise!,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,6
Pierced by a thousand arrows reduced to carbon atoms,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,7
Joy!,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,8
"You're probing for weakness, an unwelcome lover","Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,9
Praise!,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,10
Grasping at a heat you will never understand,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,11
Joy!,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,12
Hurtling violently towards the sun,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,13
Hurtling violently towards the sun,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,14
Hurtling violently towards the sun,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,15
Hurtling violently towards the sun,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,16
Fallen thief of one thousand names,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,17
Diamond jewel perched inside the mind's eye,"Thief of one thousand names, whisperer",Full of Hell,Aria of Jeweled Tears,Full of Hell,https://genius.com/Full-of-hell-aria-of-jeweled-tears-lyrics,18
Like a blind tern,Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,1
"Its flight is caged, its wings are weighted and drawn",Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,2
Like highs with low ends,Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,3
Peaking resplendence before a downward spiral,Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,4
Like an old oak,Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,5
It swells and dries with the turn of the seasons,Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,6
Like a sneaking boar,Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,7
Digs through the layers of loam and of dirt and time,Verse,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,8
For the jewel of a jewel of a jewel,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,9
So does the weeping mother probe her clutch,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,10
Like an old worn oak beam swells and dries,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,11
In the wetness and the turn of the seasons,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,12
So does flesh,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,13
Your corpse laid out like a fouled white sponge,Bridge,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,14
Clumps of muscle and skin freed from the shame of being you,Bridge,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,15
It's not enough to succeed when others must fail,Bridge,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,16
A dry heaving circus of inhumanity,Bridge,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,17
Like the sneaking boar with a haunch packed with lead,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,18
Digs through layers of loam and dirt for the jewel of a jewel,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,19
For the jewel of a jewel of a jewel,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,20
So does the weeping mother probe her clutch,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,21
Miracle boon of the muddy banks,Chorus,Full of Hell,Downward,Full of Hell,https://genius.com/Full-of-hell-downward-lyrics,22
Cavern of dreams,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,1
Gnashing walls,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,2
Leaning obtuse,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,3
"Crushing, gripping",Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,4
Built up for millennia,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,5
A prison beyond death,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,6
Memorial fog,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,7
Thicker than mud,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,8
A whimper refracts,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,9
As a howl,Verse 1,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,10
Sightless obsidian,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,11
Wallowing armory,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,12
Sightless obsidian,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,13
Wallowing armory,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,14
Sightless obsidian,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,15
Wallowing failure,Refrain,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,16
Beyond the door are many doors,Verse 2,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,17
Beyond the window are many windows,Verse 2,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,18
They will always be locked and sealed,Verse 2,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,19
There will always be a defeat,Verse 2,Full of Hell,Armory of Obsidian Glass,Full of Hell,https://genius.com/Full-of-hell-armory-of-obsidian-glass-lyrics,20
